text,labels,split
"I have stated many times that I will always support legislation that would end abortion or lead us in the direction of ending abortion . """,['OTHER'],train
“ Getting access to their legal abortion rights is already a hard road for many women .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"For the first three categories , the report may indicate significant issues in lack of access : “ The overwhelming majority of second-trimester patients would have preferred to have had their abortion earlier , and our findings suggest that black women and those with less education would most benefit from increased access to early abortion services . ”",['FUNDING OF ABORTION'],train
"It found that after the law was implemented , the rate of second-trimester abortions rose by 53 % for all women who did n’t live close to an out-of-state provider !",['OTHER'],train
"Donohue and Levitt ' s study also noted that states which legalized abortion before the rest of the nation experienced the lowering crime rate pattern earlier , and those with higher abortion rates had more pronounced reductions .",['CONSEQUENCES OF CHILDBIRTH'],train
""" Around 18 years after abortion was legalized , crime rates began to drop abruptly , and crime rates dropped earlier in states that allowed abortion earlier .",['CONSEQUENCES OF CHILDBIRTH'],train
"According to a study co-written by Freakonomics co-author Steven D. Levitt , PhD , and published in the peer-reviewed Quarterly Journal of Economics , "" legalized abortion has contributed significantly to recent crime reductions .",['CONSEQUENCES OF CHILDBIRTH'],train
"Because "" women who have abortions are those most at risk to give birth to children who would engage in criminal activity , "" and women who had control over the timing of childbearing were more likely to raise children in optimal environments , crime is reduced when there is access to legal abortion .",['CONSEQUENCES OF CHILDBIRTH'],train
"If we criminalize abortion , many woman will simply look for other ways to get rid of the child .",['ILLEGAL ABORTIONS'],train
"How inconvenient that abortion is far , far safer than childbearing , which kills 800 American women each year .","['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH']",train
Abortion is one way to allow individuals to limit their childbearing voluntarily when a country ’s resources can not support its population .,['CONSEQUENCES OF CHILDBIRTH'],train
"If the government has the right to control people ’s childbearing that way , then it might , under some other set of pressures ( such as reducing the welfare load ) choose to fund abortion for the poor but not prenatal care and childbirth .",['FUNDING OF ABORTION'],train
Both childbirth and abortion should be funded .,['FUNDING OF ABORTION'],train
Funding abortion is no different from funding a war in the Mideast .,['FUNDING OF ABORTION'],train
You have to give up either your support for abortion or your opposition to infanticide .,['FETAL/NEWBORN RIGHTS'],train
All abortion methods violate the most basic medical tenet : “ Do No Harm . ”,['MORAL/ETHICAL VALUES'],train
These are questions that abortion advocates do not adequately address .,['OTHER'],train
"That ' s why even if pro-life advocates were hypocritical in this regard ( though I personally do n't know any abortion opponents who champion other sorts of murder ) that would say nothing about the main questions at hand : 1 ) when does human personhood begin and 2 ) should the law protect persons at all ages , locations , and stages of development .",['FETAL/NEWBORN RIGHTS'],train
It is false to claim that no one knows when life begins and dishonest to argue that abortion does not kill a human being .,['FETAL/NEWBORN RIGHTS'],train
"Again this "" reason "" is instead a powerful argument against abortion ... the murdering of innocent life for "" contraceptive purposes "" .","['RESPONSIBILITY', 'FETAL/NEWBORN RIGHTS']",train
"The Truth : This lame "" reason "" is predicated on the premise that the victim of rape can kill an innocent baby .","['FETAL/NEWBORN RIGHTS', 'RAPE']",train
"We must help people have the courage to look into the face of a child conceived during rape and say , “ You did n’t deserve the death penalty . ”","['FETAL/NEWBORN RIGHTS', 'RAPE']",train
Just because you are raped by a stranger does n't mean you should get an abortion .,['RAPE'],train
"In the event of rape , try to accept your child , but if you ca n't give it up for abortion .",['RAPE'],train
Abortion should not be permitted for rape because it is wrong to punish a child for the sin of the father .,['RAPE'],train
"When a woman becomes pregnant as a result of rape ( which happens less than 1 per cent of the time ) , abortion will not take away the trauma , the nightmares , the pain --- it will only ad to them !",['RAPE'],train
"Pregnant woman automatically feel for the unborn baby , it is hard for women to go through an abortion and the responsibility falls on people to prevent pregnancy but there are people out there who take the risks and refuse responsibility but that does not mean everyone else should pay the price for it .","['PSYCHOLOGICAL EFFECTS OF ABORTION', 'RESPONSIBILITY']",train
Being pregnant can be very hard for some women and even lead to suicide for a woman with an unwanted pregnancy .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"As a woman and as a physician , I believe that it has to remain the mother ' s decision about whether to end her pregnancy , or hopefully to allow her unborn child to live .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"In fact , our commitment to mothering is why many of us choose to end an unsought or unhealthy pregnancy .","['CONSEQUENCES OF CHILDBIRTH', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH']",train
"Remember , the consequences of pregnancy do not just end in childbirth .",['CONSEQUENCES OF CHILDBIRTH'],train
Cases where complications in the pregnancy lead to significantly higher risk to the woman ’s life are more frequent than we wish they would be .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Admittedly , life-threateing pregnancies requiring abortions are rare , but of course no matter how rare they are , if you are a woman faced with a life-threatening pregnancy , it is of little or no interest to you how many or how few others are faced with the same situation .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"In short , abortion can turn out to be a lifetime worth of burden .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Many women who have abortion in their younger years end up living the rest of their lives in perpetual guilt .,['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"“ Fifty-five million Americans have died as a result of legalized abortion in the last four decades , ” march organizer Jeanne Monahan lamented in her opening remarks .",['FETAL/NEWBORN RIGHTS'],train
More women die from legal abortion that ever did from illegal abortion .,"['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION', 'ILLEGAL ABORTIONS']",train
"Clearly , if the number of women who have lost their lives to breast cancer that developed as a consequence of a past abortion were included among maternal deaths owing to legal abortion , the death toll for mothers who choose to terminate their pregnancies would be much higher .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
There is a staggering amount of miscarriages that result because of previous abortions .,['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"Relatively a 3 to 4 fold increase in the chance on miscarriage among women who have had an abortion , as those who have not had an abortion .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"The Guttmacher Institute reported that half of all women having abortions every year have had at least one previous abortion , while 8.5 % of abortions reported to the Centers for Disease Control and Prevention in 2010 were undergone by women who had three or more previous abortions .",['OTHER'],train
""" To determine the number of abortions done to save the life of the mother , see data collected by the Centers for Medicare & Medicaid Services , U.S. Department of Health and Human Services , which show a drop in Medicaid-funded abortions by over 99 % -- from 294,600 in Fiscal Year 1977 to fewer than 1,000 in FY 1982 and subsequent years -- after the federal Medicaid program began funding only abortions to save the mother ' s life .","['FUNDING OF ABORTION', 'HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH']",train
"Typically , a 1982 Associated Press-NBC poll showed that 77 % agreed that abortion “ should be left to the woman and her doctor , ” and that support for abortion rights cuts across political , age , religious , income , education , race and sex differences .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'MORAL/ETHICAL VALUES']",train
"But 90 percent of women report that the primary emotion after their abortion was relief and , even among those with mixed feelings , 80 percent still say that the choice was right for them .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Twenty-nine percent of respondents said abortion was a deal-breaker .,['OTHER'],train
"It is also at odds with the views of America ' s first feminists , all of whom opposed abortion .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"The early American feminists — facing conditions similar to those in developing countries today — were strongly opposed to abortion ; despite their own struggles , they believed in the worth of all human lives .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
"Early feminists argued that women who had abortions were responsible for their actions but that they resorted to abortion primarily because , within families and throughout society , they lacked autonomy , financial resources and emotional support .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
By showing that the original feminists did not feel that abortion was a good thing and that they respected life greatly helps to support her purpose by showing that the ideals of abortion have only snuck their way in because abortion is the easy way out for the women who do not want to take responsibility for their actions .,"['RESPONSIBILITY', ""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
