sentence,labels
"The original text of the Hippocratic Oath , traditionally taken by doctors when swearing to practice medicine ethically , forbids abortion .",['MORAL/ETHICAL_VALUES']
""" The modern version of the Hippocratic Oath , written in 1964 by Luis Lasagna , still effectively forbids doctors from performing abortions in the line , "" Above all , I must not play at God .",['MORAL/ETHICAL_VALUES']
The Hippocratic Oath was revolutionary in its unyielding devotion to the preservation of individual human life .,['MORAL/ETHICAL_VALUES']
"The documents of our founding fathers state that we are all entitled to life , liberty , and the pursuit of happiness .","['MORAL/ETHICAL_VALUES', 'FETAL/NEWBORN_RIGHTS']"
"The Declaration of Independence states that "" [ A ] ll men are created equal , that they are endowed by their Creator with certain unalienable Rights , that among these are Life , Liberty and the pursuit of Happiness .","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES']"
"We usurp the power that belongs solely to the Creator , and deny the basis of our claim to human rights . """,['MORAL/ETHICAL_VALUES']
Suppose you believe that all human beings have rights .,['FETAL/NEWBORN_RIGHTS']
I believe that all humans are endowed with certain rights .,['FETAL/NEWBORN_RIGHTS']
"Either all human beings have rights , or only some human beings have rights .",['FETAL/NEWBORN_RIGHTS']
"If all humans are human , and if all humans have a right to life , and if the law must protect human rights , then the law must protect the right to life of all humans .",['FETAL/NEWBORN_RIGHTS']
The moral premise is that all humans have the right to life because all humans are human .,['FETAL/NEWBORN_RIGHTS']
"No right is more precious and fundamental than the right to life , and any just society should protect that right at every stage , from conception to natural death . """,['FETAL/NEWBORN_RIGHTS']
The right to life must be protected .,['FETAL/NEWBORN_RIGHTS']
"This individual has a fundamental right to life , which must be protected .",['FETAL/NEWBORN_RIGHTS']
Each person has the fundamental right to life and all that it entails .,['FETAL/NEWBORN_RIGHTS']
"Wanted or unwanted , I believe that human life , even at its earliest stages , has certain rights which must be recognized – the right to be born , the right to love , the right to grow old .",['FETAL/NEWBORN_RIGHTS']
"On this approach , a being essentially has a right to life if it has a natural capacity to develop the relevant psychological features ; and , since human beings do have this natural capacity , they essentially have a right to life beginning at conception ( or whenever they come into existence ) .",['FETAL/NEWBORN_RIGHTS']
"Critics of this position argue that mere genetic potential is not a plausible basis for respect ( or for the right to life ) , and that basing a right to life on natural capacities would lead to the counterintuitive position that anencephalic infants , irreversibly comatose patients , and brain-dead patients kept alive on a medical ventilator , are all persons with a right to life .",['FETAL/NEWBORN_RIGHTS']
"According to this argument , those who deny that fetuses have a right to life do not value all human life , but instead select arbitrary characteristics ( such as particular levels of physical or psychological development ) as giving some human beings more value or rights than others .",['FETAL/NEWBORN_RIGHTS']
"Others reject this position by drawing a distinction between human being and human person , arguing that while the fetus is innocent and biologically human , it is not a person with a right to life .",['FETAL/NEWBORN_RIGHTS']
"According to this argument , if it is not known for certain whether something ( such as the fetus ) has a right to life , then it is reckless , and morally wrong , to treat that thing as if it lacks a right to life ( for example by killing it ) .",['FETAL/NEWBORN_RIGHTS']
"Other philosophers apply similar criteria , concluding that a fetus lacks a right to life because it lacks brain waves or higher brain function , self-consciousness , rationality , and autonomy .",['FETAL/NEWBORN_RIGHTS']
"These lists diverge over precisely which features confer a right to life , but tend to propose various developed psychological or physiological features not found in fetuses .",['FETAL/NEWBORN_RIGHTS']
"Critics of this typically argue that some of the proposed criteria for personhood would disqualify two classes of born human beings – reversibly comatose patients , and human infants – from having a right to life , since they , like fetuses , are not self-conscious , do not communicate , and so on .",['FETAL/NEWBORN_RIGHTS']
"But at least "" pro-choice "" politicians who believe the fetus is not a child are being morally consistent .",['FETAL/NEWBORN_RIGHTS']
Pro-choice advocates claim this is n't a real baby only to justify their wrong acts in their own minds .,['FETAL/NEWBORN_RIGHTS']
"When we belittle the developing child in the womb , a scientific reality that most pro-choice advocates have come to admit , we belittle and distort that child ' s mother .","['FETAL/NEWBORN_RIGHTS', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
"The truth : The fact that it remains the mother ' s choice to keep her baby , and most do , does nothing to justify the continued killing of innocent life in the womb .",['FETAL/NEWBORN_RIGHTS']
The baby has no rights inside the mothers womb and the mother gets to do what ever she wants with it .,['FETAL/NEWBORN_RIGHTS']
We as parents are supposed to protect our children at all costs whether they are in the womb or not .,['FETAL/NEWBORN_RIGHTS']
Providing shelter and nutrition in the womb is simply an ordinary amount of care ( even if at times it can be painful or uncomfortable ) that we expect parents to provide to their unborn children .,['FETAL/NEWBORN_RIGHTS']
"If the uterus is designed to sustain an unborn child ’s life , do n’t unborn children have a right to receive nutrition and shelter through the one organ designed to provide them with that ordinary care ?",['FETAL/NEWBORN_RIGHTS']
The uterus ’s purpose seems clear : to support the life of an unborn child .,['FETAL/NEWBORN_RIGHTS']
The fetus is not yet a human being because it can not survive outside the uterus on its own .,['FETAL/NEWBORN_RIGHTS']
"The truth : Even after a baby ( not a fetus ) is born he or she is not able to exist independent of the mother or someone to meet the basic needs of food , shelter and protection from the many dangers of living outside the womb .",['FETAL/NEWBORN_RIGHTS']
"The truth : The baby in the womb is not "" her body "" , it is a separate human life ( see pro death reason # 2 ) protected by God ' s law and the constitution of the United States .","['FETAL/NEWBORN_RIGHTS', 'MORAL/ETHICAL_VALUES', ""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Babies are people even if they are in the womb .,['FETAL/NEWBORN_RIGHTS']
Babies are people too .,['FETAL/NEWBORN_RIGHTS']
A baby should not come into the world unwanted .,['CONSEQUENCES_OF_CHILDBIRTH']
Quite frankly I feel my baby will be better off not being in a world like this .,['CONSEQUENCES_OF_CHILDBIRTH']
"I know that that is a very tough situation , but a baby is a baby even if it is created in an ideal situation .",['OTHER']
You could easily give the baby up for adoption instead of KILLING IT !,"['FETAL/NEWBORN_RIGHTS', 'ADOPTION']"
"For a married woman , especially one with other children , giving a baby up for adoption is virtually impossible .",['ADOPTION']
Giving up a child for adoption can be just as emotionally damaging as having an abortion .,"['PSYCHOLOGICAL_EFFECTS_OF_ABORTION', 'ADOPTION']"
"There ' s no doubt that some women suffer psychological damage from having an abortion ; however , the damage done from giving a child up for adoption is much worse .","['PSYCHOLOGICAL_EFFECTS_OF_ABORTION', 'ADOPTION']"
"Women who have abortions often suffer major psychological damage from the experience along with , in some cases , the father of the child .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Abortion causes psychological damage to women .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
""" Abortions cause psychological damage .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
Abortion frequently causes intense psychological pain and stress .,['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"Like any other difficult situation , abortion creates stress .",['PSYCHOLOGICAL_EFFECTS_OF_ABORTION']
"Abortion persists because of ignorance , apathy and confusion .",['OTHER']
Some abortions happen because of societal pressures .,"[""BODILY_AUTONOMY/WOMEN'S_RIGHTS""]"
Spontaneous abortion stacks the odds in favor of healthy babies being born to healthy moms who will be able to nurse them .,['OTHER']
"The study also found that "" pregnancy-related complications were more common with childbirth than with abortion .",['HEALTH_EFFECTS_OF_PREGNANCY/CHILDBIRTH']
"Laws against abortion have the practical effect of sweeping under the rug the "" root causes "" which must be addressed in order to celebrate and support childbirth in such circumstances .",['OTHER']
"This has led , on the pro-life side , to a sometimes prevalent impression that abortions for fetal defects are never necessary , but rather an excuse for “ lazy ” women to get rid of children that do n’t meet their ideals .",['FETAL_DEFECTS/DISABILITIES']
"The second problem with the pro-life view that abortions are never necessary for fetal defects is that it heavily downplays the importance of abortions of wanted pregnancies performed for almost invariably fatal defects like anencephaly , a condition ( seen below ) in which much or all of the brain fails to form .",['FETAL_DEFECTS/DISABILITIES']
First and foremost is the severity of the misperception of why women have abortions for non-lethal fetal defects .,['FETAL_DEFECTS/DISABILITIES']
Significant risk factors ( like breast cancer ) have been associated with abortion .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"A Feb. 2014 study published in the peer-reviewed Cancer Causes and Control found that abortion "" is significantly associated with an increased risk of breast cancer "" and that "" the risk of breast cancer increases as the number of [ abortions ] increases .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"If a woman has a family history of breast cancer , she increases her risk of developing this disease by going through with an abortion .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"The National Cancer Institute ( NCI ) , the American Cancer Society ( ACS ) , and the American College of Obstetricians and Gynecologists all refuted the claim that abortion can lead to a higher probability of developing breast cancer .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
according to studies done by Dr. Janet Daling there is reported fifty percent increase of breast cancer among women under forty five who had induced abortions .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
They found [ http :// www.aaplog.org / position-and-papers / partial-birth-abortion / aaplog-statement-on-the-association-of-induced-abortion-and-the-subsequent-development-of-breast-cancer /] that a woman ’s risk of developing breast cancer was 50 % higher if she had had an abortion .,['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
"This alleged link is not supported by the scientific literature , and the ostensible link between breast cancer and induced abortion is explicitly rejected by the medical community .",['SAFETY/HEALTH_EFFECTS_OF_LEGAL_ABORTION']
