sentence,labels
A successful attack would release ' large quantities of radioactive materials to the environment . ',"['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
Children are especially vulnerable and can not be shielded from cancer-causing radiation in the environment .,['HEALTH_EFFECTS']
Nuclear power threatens the environment and people ’s health .,"['ENVIRONMENTAL_IMPACT', 'HEALTH_EFFECTS']"
"Radioactive Waste : The entire nuclear fuel chain , from mining to milling , processing , enrichment , fuel fabrication , and fuel irradiation in reactors , generates radioactive waste .",['WASTE']
The risks attached to nuclear energy far outweigh the benefits .,['OTHER']
Technologies for breaking-down radioactive waste are being developed .,"['TECHNOLOGICAL_INNOVATION', 'WASTE']"
"Admittedly , there ' s a fright factor with nuclear power .",['OTHER']
"It produces considerable amount of waste during all these activities and can result in environmental contamination and serous health effects , if not handled properly .","['ENVIRONMENTAL_IMPACT', 'WASTE', 'HEALTH_EFFECTS']"
"Uranium tailings retain almost all their radioactivity , which continues for hundreds of thousands of years .",['WASTE']
"U.S. nuclear experts question whether filling the reactors with hundreds of tons of water is n’t also raising the possibility of a rupture in the containment vessel , which would trigger a massive further release of radioactivity .",['ACCIDENTS/SECURITY']
"While nuclear still plays a major role in the EU , aging facilities present financial and security risks .",['COSTS']
"Each link in the nuclear fuel chain releases radiation , starting with drilling for uranium ; it then continues for generations because nuclear waste includes plutonium that will remain toxic for thousands of years .",['WASTE']
Radiation levels in the surrounding water have soared as high as 7.5 million times the legal limit while elevated radiation levels are now being detected in the United States .,['ENVIRONMENTAL_IMPACT']
Their fuel becomes very radiation hard ( strong Gamma emitter ) such that a major accident or spill would be extremely hazardous to clean .,['ACCIDENTS/SECURITY']
Yes I know that it would take millions of years for the radioactive waste to stop being radioactive but it could be stored in a safe place .,['WASTE']
"Nuclear reactors produce large amounts of long-lasting , deadly radioactive waste .",['WASTE']
* Shipping nuclear waste internationally poses an increased potential threat to interception to terrorism ( though this has not happened yet with any of the waste shipped by other countries ) .,"['WASTE', 'ACCIDENTS/SECURITY']"
"As if this were n't bad enough , nuclear power plants produce a great deal of low-level radioactive waste in the form of radiated parts and equipment .",['WASTE']
These meltdowns are still pouring radiation pollution across the Japanese landscape .,"['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"Look at the cons associated with conventional nuclear reactors … high operating pressure and temperature , massive size of containment structures , waste by products , potential for catastrophic systems failure , ad nauseam and they built them anyway !","['ENVIRONMENTAL_IMPACT', 'WASTE', 'ACCIDENTS/SECURITY']"
"Because they know that if you recycle fuel rods , you dont have a waste problem and they lose an argument against nuclear .",['WASTE']
One of the greatest fears of nuclear power is that the radioactive waste that results can remain hazardous for hundreds of thousands of years .,['WASTE']
And many environmentalists continue to give nukes the stink-eye becauseâ € ” as the Lantern noted in an earlier columnâ € ” after 50 years we still do n't have a long-term plan for storing high-level commercial nuclear waste .,['WASTE']
This presents risks to the populations that exist on the route to these waste areas .,['WASTE']
"The studies also inform us that up to 2,646 lb of the highly radioactive and long-lasting isotope caesium-137 would be released into the atmosphere , contaminating Britain , Ireland , continental Europe and beyond , making swathes of the country uninhabitable and causing more than two million cancers .","['ENVIRONMENTAL_IMPACT', 'HEALTH_EFFECTS']"
Transport of uranium and other radioactive material is hazardous .,['HEALTH_EFFECTS']
The nuclear industry is responsible for horrific wastes which will endure as a nightmare for our grandchildren .,['WASTE']
"More than 58,000 metric tons of highly radioactive spent fuel already has accumulated at reactor sites around the U.S. for which there currently is no permanent repository .",['WASTE']
"One design , the Generation IV Integral Fast Reactor , goes even further in providing an answer to the waste problem through recycling and use of all the energy available in the fuel .","['TECHNOLOGICAL_INNOVATION', 'WASTE']"
"During the operation of nuclear power plants , radioactive waste is produced , which in turn can be used for the production of nuclear weapons .","['WASTE', 'WEAPONS']"
"Radiation is n’t easily dealt with , especially in nuclear waste and maintenance materials , and expensive solutions are needed to contain , control , and shield both people and the environment from its harm .","['ENVIRONMENTAL_IMPACT', 'WASTE', 'HEALTH_EFFECTS']"
"April 16th , 2006 : "" [ Claim :] Nuclear waste will be dangerous for thousands of years .",['WASTE']
People need to know that the mercury in energy saving light bulbs harms people more than the radiation in Fukushima .,['HEALTH_EFFECTS']
"Currently , over 2,000 metric tons of high-level radioactive waste and 12 million cubic feet of low level radioactive waste are produced annually by the 103 operating reactors in the United States . 4 No country in the world has found a solution for this waste .",['WASTE']
"They pose security , environmental and health risks at every step in their operation .",['ACCIDENTS/SECURITY']
nuclear energy has so many more cons than pros because n reality unless you have a good enove cooling system the fision process is very unstable and just measing with uranium-235 can kill you and if that dose not explain it imagine puting a block of c4 in your mouth and ou body is a city then it explodes .,['ACCIDENTS/SECURITY']
"Radioactive Waste Disposal : As a rule , a nuclear power plant creates 20 metric tons of nuclear fuel per year , and with that comes a lot of nuclear waste .",['WASTE']
It ' s still radioactive and potentially deadly .,['HEALTH_EFFECTS']
"The benefits of nuclear energy are outweighed by weapons-use risks Michael Levi , Council on Foreign Relations Fellow for Science and Technology .",['WEAPONS']
Nuclear Accidents : The radioactive waste produced can pose serious health effects on the lives of people as well as the environment .,"['ENVIRONMENTAL_IMPACT', 'WASTE', 'HEALTH_EFFECTS']"
Climate change ca n't afford to wait for these last-century energy dinosaurs .,['OTHER']
"As a result , U.S. greenhouse gas emissions from electricity generation have actually decreased over the last decade , even as electricity consumption has increased .",['ENVIRONMENTAL_IMPACT']
Let ’s not exclude clean and safe nuclear energy .,['ACCIDENTS/SECURITY']
This results in fewer brownouts or other power interruptions .,['RELIABILITY']
"For every 22 tonnes of uranium used , one million tonnes of CO2 emissions is averted .",['ENVIRONMENTAL_IMPACT']
"The technologies for this transformation -- wind , water and solar energy -- already exist , he said .",['RENEWABLES']
